author_type,url,floor,floors_count,rooms_count,total_meters,price,underground
real_estate_agent,https://www.cian.ru/sale/flat/305340279/,9,14,3,104.0,76500000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/306666243/,2,19,3,90.0,87000000.0,Университет
real_estate_agent,https://www.cian.ru/sale/flat/305051855/,6,7,3,100.0,117900000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/301968782/,26,36,3,123.0,147480000.0,Динамо
real_estate_agent,https://www.cian.ru/sale/flat/308799011/,13,22,3,175.66,170000000.0,Краснопресненская
real_estate_agent,https://www.cian.ru/sale/flat/308136699/,4,7,3,132.3,172000000.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/294650800/,9,57,3,158.0,213906000.0,Аэропорт
real_estate_agent,https://www.cian.ru/sale/flat/307949989/,3,14,3,68.0,31000000.0,ЗИЛ
developer,https://www.cian.ru/sale/flat/296745463/,22,28,3,78.2,31905600.0,Народное Ополчение
realtor,https://www.cian.ru/sale/flat/307216604/,24,27,3,95.4,33000000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/296570255/,50,55,3,63.6,40500000.0,Марьина Роща
developer,https://www.cian.ru/sale/flat/298576257/,7,22,3,66.7,44115010.0,Площадь трёх вокзалов
real_estate_agent,https://www.cian.ru/sale/flat/306705671/,2,4,3,87.1,49500000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/296569806/,50,55,3,80.11,49900000.0,Марьина Роща
developer,https://www.cian.ru/sale/flat/298576221/,3,22,3,83.9,50884583.0,Площадь трёх вокзалов
real_estate_agent,https://www.cian.ru/sale/flat/303902409/,12,12,3,81.2,63900000.0,Сокол
real_estate_agent,https://www.cian.ru/sale/flat/302136723/,22,24,3,110.0,80000000.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/299015116/,11,22,3,96.79,87500000.0,Краснопресненская
real_estate_agent,https://www.cian.ru/sale/flat/308759962/,12,14,3,124.0,95000000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/302817609/,3,17,3,97.0,98000000.0,Улица 1905 года
homeowner,https://www.cian.ru/sale/flat/300137419/,14,22,3,121.0,109000000.0,Краснопресненская
real_estate_agent,https://www.cian.ru/sale/flat/309231216/,5,6,3,151.0,150000000.0,Пушкинская
developer,https://www.cian.ru/sale/flat/303519417/,1,10,3,118.8,166320000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/296943732/,3,14,3,124.7,270000000.0,Полянка
developer,https://www.cian.ru/sale/flat/288206724/,6,7,3,117.16,351480000.0,Третьяковская
developer,https://www.cian.ru/sale/flat/303616420/,3,6,3,164.1,369225000.0,Новокузнецкая
developer,https://www.cian.ru/sale/flat/288206727/,3,6,3,132.38,370664000.0,Третьяковская
real_estate_agent,https://www.cian.ru/sale/flat/305913440/,4,9,3,61.6,18990000.0,Щёлковская
real_estate_agent,https://www.cian.ru/sale/flat/307535888/,17,17,3,74.0,20982000.0,Люблино
real_estate_agent,https://www.cian.ru/sale/flat/309205311/,6,14,3,70.5,24000000.0,Коломенская
real_estate_agent,https://www.cian.ru/sale/flat/307540412/,4,36,3,70.0,31000000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/303279567/,19,39,3,76.0,36000000.0,Аминьевская
realtor,https://www.cian.ru/sale/flat/308326285/,5,12,3,72.0,43500000.0,Автозаводская
real_estate_agent,https://www.cian.ru/sale/flat/307219598/,30,31,3,103.8,52000000.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/301573903/,5,6,3,80.0,73000000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/306879612/,2,6,3,110.5,99000000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/299067800/,9,12,3,102.2,110000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/296521536/,4,13,3,149.9,125000000.0,Баррикадная
real_estate_agent,https://www.cian.ru/sale/flat/302734799/,2,4,3,136.0,136000000.0,Арбатская
developer,https://www.cian.ru/sale/flat/288136849/,37,85,3,187.5,151441753.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/292805935/,2,10,3,94.1,153000000.0,Арбатская
representative_developer,https://www.cian.ru/sale/flat/292484942/,4,7,3,146.3,168000000.0,Новокузнецкая
real_estate_agent,https://www.cian.ru/sale/flat/304681346/,8,9,3,55.6,19390000.0,Москва-Сити
realtor,https://www.cian.ru/sale/flat/308941535/,4,9,3,74.0,19400000.0,Потапово
realtor,https://www.cian.ru/sale/flat/307628849/,16,17,3,74.8,20500000.0,Бунинская аллея
real_estate_agent,https://www.cian.ru/sale/flat/308640018/,2,25,3,66.2,23070000.0,Аннино
real_estate_agent,https://www.cian.ru/sale/flat/307588324/,11,22,3,98.6,29000000.0,Беломорская
real_estate_agent,https://www.cian.ru/sale/flat/302547994/,3,40,3,70.8,29900000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/305747335/,10,22,3,96.6,33000000.0,Зюзино
real_estate_agent,https://www.cian.ru/sale/flat/305933687/,27,35,3,73.0,35500000.0,Беломорская
developer,https://www.cian.ru/sale/flat/301459890/,7,18,3,84.9,62136917.0,Ленинский проспект
real_estate_agent,https://www.cian.ru/sale/flat/307103864/,5,21,3,119.0,113900000.0,Улица 1905 года
developer,https://www.cian.ru/sale/flat/308080997/,2,6,3,118.66,195551680.0,Новокузнецкая
real_estate_agent,https://www.cian.ru/sale/flat/308747081/,13,20,3,130.2,155000000.0,Улица 1905 года
developer,https://www.cian.ru/sale/flat/308640109/,3,11,3,85.9,77617693.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/300822468/,5,21,3,117.0,114000000.0,Улица 1905 года
developer,https://www.cian.ru/sale/flat/307771796/,11,18,3,115.6,136470350.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/305436608/,5,21,3,117.0,115000000.0,Улица 1905 года
developer,https://www.cian.ru/sale/flat/302838498/,6,13,3,75.37,41550880.0,Дубровка
real_estate_agent,https://www.cian.ru/sale/flat/309238932/,8,11,3,102.0,145000000.0,Поклонная
developer,https://www.cian.ru/sale/flat/306603347/,16,36,3,88.0,70149112.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/305334629/,5,5,3,84.0,50000000.0,Бауманская
developer,https://www.cian.ru/sale/flat/308317444/,64,66,3,85.6,84744000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/306151519/,5,8,3,123.0,74800000.0,Менделеевская
developer,https://www.cian.ru/sale/flat/303616418/,3,6,3,134.1,295020000.0,Новокузнецкая
homeowner,https://www.cian.ru/sale/flat/307629661/,8,8,3,95.0,31000000.0,Молжаниново
developer,https://www.cian.ru/sale/flat/308110877/,4,6,3,264.6,661500000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/307587007/,5,5,3,92.4,75000000.0,Арбатская
developer,https://www.cian.ru/sale/flat/303330161/,4,15,3,112.49,85627388.0,Тульская
real_estate_agent,https://www.cian.ru/sale/flat/280083088/,3,6,3,123.0,92250000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/296202679/,5,20,3,116.7,115000000.0,Улица 1905 года
developer,https://www.cian.ru/sale/flat/304065721/,2,18,3,118.1,134761000.0,Воробьёвы горы
real_estate_agent,https://www.cian.ru/sale/flat/303766764/,2,4,3,137.9,275110500.0,Парк Культуры
developer,https://www.cian.ru/sale/flat/308903093/,6,41,3,95.1,45448290.0,Тульская
real_estate_agent,https://www.cian.ru/sale/flat/307113533/,47,47,3,131.9,59355000.0,Дмитровская
developer,https://www.cian.ru/sale/flat/308620410/,2,21,3,79.64,44810000.0,Бутырская
real_estate_agent,https://www.cian.ru/sale/flat/309038400/,7,18,3,89.7,98000000.0,Воробьёвы горы
real_estate_agent,https://www.cian.ru/sale/flat/301267675/,10,14,3,68.75,39000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/302560671/,3,40,3,92.9,38900000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/308743661/,2,29,3,87.5,39500000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/304140678/,15,20,3,77.0,45000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/307087260/,3,6,3,74.0,46000000.0,Спортивная
developer,https://www.cian.ru/sale/flat/301313396/,15,24,3,90.8,49050400.0,Ботанический сад
real_estate_agent,https://www.cian.ru/sale/flat/309201838/,18,18,3,79.9,55000000.0,Терехово 
real_estate_agent,https://www.cian.ru/sale/flat/308308758/,5,17,3,117.0,64350000.0,Проспект Мира
real_estate_agent,https://www.cian.ru/sale/flat/297681232/,2,5,3,88.0,67500000.0,Третьяковская
real_estate_agent,https://www.cian.ru/sale/flat/303019745/,5,6,3,79.2,75000000.0,Арбатская
developer,https://www.cian.ru/sale/flat/302839426/,17,21,3,96.6,77420359.0,Чкаловская
developer,https://www.cian.ru/sale/flat/302839428/,18,21,3,94.9,77967372.0,Чкаловская
realtor,https://www.cian.ru/sale/flat/303160235/,10,12,3,103.0,80000000.0,Алексеевская
real_estate_agent,https://www.cian.ru/sale/flat/308241393/,3,6,3,103.6,94700609.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/295370167/,2,6,3,110.5,99000000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/307254751/,5,21,3,120.0,115000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/307549633/,3,13,3,150.0,125000000.0,Баррикадная
real_estate_agent,https://www.cian.ru/sale/flat/308466242/,5,5,3,151.6,125000000.0,Сухаревская
real_estate_agent,https://www.cian.ru/sale/flat/300178007/,3,8,3,110.9,128750000.0,Ломоносовский проспект
representative_developer,https://www.cian.ru/sale/flat/292484938/,2,7,3,146.6,147000000.0,Новокузнецкая
real_estate_agent,https://www.cian.ru/sale/flat/293145354/,2,7,3,94.0,153000000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/293713571/,7,13,3,187.0,155000000.0,Баррикадная
real_estate_agent,https://www.cian.ru/sale/flat/308939529/,4,6,3,153.0,175000000.0,Кропоткинская
real_estate_agent,https://www.cian.ru/sale/flat/307123276/,5,9,3,50.9,10950000.0,Боровское шоссе
real_estate_agent,https://www.cian.ru/sale/flat/307888004/,9,9,3,50.0,11600000.0,Пражская
real_estate_agent,https://www.cian.ru/sale/flat/308228976/,7,13,3,61.5,13500000.0,Прокшино
real_estate_agent,https://www.cian.ru/sale/flat/306370383/,9,12,3,61.0,14741000.0,Юго-Восточная
real_estate_agent,https://www.cian.ru/sale/flat/305398669/,4,9,3,60.0,15699000.0,Генерала Тюленева
realtor,https://www.cian.ru/sale/flat/306849002/,7,34,3,111.7,47000000.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/299062637/,6,12,3,95.2,47800000.0,Динамо
real_estate_agent,https://www.cian.ru/sale/flat/305685536/,7,48,3,110.0,49990000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/309170697/,7,19,3,90.55,54200000.0,Крестьянская застава
real_estate_agent,https://www.cian.ru/sale/flat/307521152/,2,9,3,75.0,54900000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/308146649/,18,36,3,102.0,57000000.0,Полежаевская
real_estate_agent,https://www.cian.ru/sale/flat/300888488/,11,46,3,82.5,58000000.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/303532011/,20,58,3,92.5,57800000.0,Бульвар Генерала Карбышева
real_estate_agent,https://www.cian.ru/sale/flat/296813743/,29,29,3,83.5,58400000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/308906405/,20,20,3,95.6,60000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/303630214/,2,8,3,92.0,63420983.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/306169329/,5,16,3,106.0,65000000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/306765622/,12,15,3,100.0,65000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/309122868/,5,23,3,103.5,65000000.0,Октябрьское поле
real_estate_agent,https://www.cian.ru/sale/flat/308910758/,3,17,3,98.5,65500000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/300864943/,15,25,3,110.0,65400000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/309179788/,23,41,3,77.0,67500000.0,Кутузовская
real_estate_agent,https://www.cian.ru/sale/flat/307430993/,14,48,3,130.0,72000000.0,Новаторская
real_estate_agent,https://www.cian.ru/sale/flat/302504252/,10,22,3,104.7,75000000.0,Серебряный Бор
real_estate_agent,https://www.cian.ru/sale/flat/307581660/,5,19,3,106.5,75000000.0,Университет
real_estate_agent,https://www.cian.ru/sale/flat/295413844/,13,18,3,89.9,76000000.0,Шаболовская
realtor,https://www.cian.ru/sale/flat/307540414/,3,5,3,126.3,81000000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/307875548/,3,7,3,148.2,83000000.0,Цветной бульвар
real_estate_agent,https://www.cian.ru/sale/flat/302461199/,10,53,3,138.0,85000000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/303201005/,53,73,3,224.0,106000000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/291956717/,6,12,3,102.0,109000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/294111560/,12,14,3,96.0,110000000.0,Достоевская
real_estate_agent,https://www.cian.ru/sale/flat/294675252/,4,7,3,131.4,115745189.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/307261028/,2,8,3,94.0,129500000.0,Полянка
realtor,https://www.cian.ru/sale/flat/304790365/,4,11,3,116.69,128359000.0,Парк Победы
real_estate_agent,https://www.cian.ru/sale/flat/308233836/,6,11,3,101.6,130000000.0,Фрунзенская
developer,https://www.cian.ru/sale/flat/291360068/,60,85,3,156.6,142014915.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/307224654/,5,6,3,151.0,149900000.0,Пушкинская
developer,https://www.cian.ru/sale/flat/294641846/,6,8,3,122.1,160561500.0,Китай-город
real_estate_agent,https://www.cian.ru/sale/flat/294650824/,4,6,3,179.0,261062550.0,Кропоткинская
real_estate_agent,https://www.cian.ru/sale/flat/272629978/,5,7,3,116.8,357500000.0,Театральная
real_estate_agent,https://www.cian.ru/sale/flat/303727554/,5,7,3,116.8,357500000.0,Савёловская
real_estate_agent,https://www.cian.ru/sale/flat/297078420/,3,20,3,70.0,30000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/307805379/,13,28,3,60.0,42000000.0,Раменки
developer,https://www.cian.ru/sale/flat/296921006/,4,9,3,105.7,53864951.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/309091027/,16,30,3,130.0,57500000.0,Панфиловская
real_estate_agent,https://www.cian.ru/sale/flat/303765580/,6,6,3,86.0,58000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/304686083/,2,8,3,92.0,64171800.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/306945676/,4,20,3,80.0,82000000.0,Москва-Сити
developer,https://www.cian.ru/sale/flat/294641853/,6,8,3,118.6,155959000.0,Китай-город
real_estate_agent,https://www.cian.ru/sale/flat/293621576/,3,14,3,103.0,203000000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/276681309/,2,8,3,161.6,265500000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/296106327/,3,6,3,162.0,315997500.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/298876198/,9,11,3,175.0,508123980.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/286463729/,2,8,3,202.4,515319000.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/306570764/,5,14,3,74.2,18900000.0,Люблино
real_estate_agent,https://www.cian.ru/sale/flat/306607629/,5,16,3,77.5,27200000.0,Войковская
real_estate_agent,https://www.cian.ru/sale/flat/294466643/,8,25,3,80.0,31000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/308743651/,4,4,3,129.0,31950000.0,Марьина Роща
real_estate_agent,https://www.cian.ru/sale/flat/304318710/,18,33,3,78.3,35500000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/302848105/,4,11,3,98.0,35950000.0,Алексеевская
real_estate_agent,https://www.cian.ru/sale/flat/308549859/,29,53,3,81.7,38000000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/306640736/,32,36,3,71.0,38900000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/307603298/,5,22,3,93.2,40000000.0,Серп и Молот
developer,https://www.cian.ru/sale/flat/294550016/,23,25,3,73.2,39912634.0,Воронцовская
real_estate_agent,https://www.cian.ru/sale/flat/308063059/,13,28,3,76.6,41000000.0,Водный стадион
realtor,https://www.cian.ru/sale/flat/298921738/,2,9,3,73.4,41400000.0,Фрунзенская
real_estate_agent,https://www.cian.ru/sale/flat/299564828/,4,22,3,90.0,44000000.0,Серп и Молот
real_estate_agent,https://www.cian.ru/sale/flat/297841539/,3,7,3,87.0,44000000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/304680323/,22,56,3,113.5,46000000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/303280779/,11,20,3,117.1,46500000.0,Ботанический сад
real_estate_agent,https://www.cian.ru/sale/flat/301838739/,20,21,3,79.4,52000000.0,Чкаловская
real_estate_agent,https://www.cian.ru/sale/flat/300005839/,6,8,3,70.0,51990000.0,Охотный ряд
real_estate_agent,https://www.cian.ru/sale/flat/309127784/,16,18,3,76.6,69000000.0,Давыдково
real_estate_agent,https://www.cian.ru/sale/flat/297719006/,2,12,3,97.4,77000000.0,Мичуринский проспект
real_estate_agent,https://www.cian.ru/sale/flat/308894596/,7,7,3,118.0,100000000.0,Новослободская
real_estate_agent,https://www.cian.ru/sale/flat/300006070/,4,12,3,100.0,100000000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/306157703/,5,8,3,130.0,110000000.0,Третьяковская
real_estate_agent,https://www.cian.ru/sale/flat/302177522/,17,18,3,207.0,310000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/305062304/,2,6,3,152.0,456981000.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/308450352/,69,75,3,269.4,515319000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/309237123/,9,12,3,64.0,12400000.0,Новогиреево
real_estate_agent,https://www.cian.ru/sale/flat/308235026/,9,9,3,55.8,15949999.0,Южная
real_estate_agent,https://www.cian.ru/sale/flat/309236378/,14,16,3,65.1,17175000.0,Генерала Тюленева
real_estate_agent,https://www.cian.ru/sale/flat/308397152/,4,9,3,60.0,17500000.0,Генерала Тюленева
real_estate_agent,https://www.cian.ru/sale/flat/308907054/,9,17,3,74.7,17600000.0,Некрасовка
real_estate_agent,https://www.cian.ru/sale/flat/298678425/,11,12,3,64.6,17900000.0,Нагорная
real_estate_agent,https://www.cian.ru/sale/flat/308743656/,2,4,3,61.8,21900000.0,Марьина Роща
real_estate_agent,https://www.cian.ru/sale/flat/303582034/,18,33,3,91.6,23000000.0,Улица Скобелевская
real_estate_agent,https://www.cian.ru/sale/flat/303113167/,1,11,3,87.6,24500000.0,ВДНХ
real_estate_agent,https://www.cian.ru/sale/flat/293036101/,7,21,3,78.7,26520000.0,Полежаевская
real_estate_agent,https://www.cian.ru/sale/flat/308792799/,2,27,3,59.0,27990000.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/307270160/,7,21,3,67.4,30000000.0,Славянский бульвар
real_estate_agent,https://www.cian.ru/sale/flat/287296776/,6,11,3,79.7,31500000.0,Москва-Товарная
real_estate_agent,https://www.cian.ru/sale/flat/304460647/,18,33,3,78.3,35500000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/309209488/,17,25,3,90.1,37000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/308421686/,7,11,3,75.8,39950000.0,Алексеевская
real_estate_agent,https://www.cian.ru/sale/flat/302083789/,10,10,3,99.5,48500000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/304689453/,15,18,3,112.5,58000000.0,Кунцевская
real_estate_agent,https://www.cian.ru/sale/flat/308950528/,12,24,3,70.0,58500000.0,Полежаевская
real_estate_agent,https://www.cian.ru/sale/flat/299102448/,24,32,3,83.3,60000000.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/304076119/,2,5,3,81.0,63990000.0,Новослободская
real_estate_agent,https://www.cian.ru/sale/flat/309127786/,16,18,3,76.6,64000000.0,Давыдково
real_estate_agent,https://www.cian.ru/sale/flat/303706991/,14,34,3,98.6,79000000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/308236882/,19,22,3,115.0,82350000.0,Крылатское
real_estate_agent,https://www.cian.ru/sale/flat/308830275/,17,23,3,125.0,82850000.0,Матвеевская
real_estate_agent,https://www.cian.ru/sale/flat/297554265/,8,16,3,81.4,95000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/305195698/,5,7,3,130.0,110000000.0,Третьяковская
real_estate_agent,https://www.cian.ru/sale/flat/306212545/,2,3,3,234.7,125000000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/307254752/,4,8,3,130.0,130000000.0,Полянка
real_estate_agent,https://www.cian.ru/sale/flat/304064468/,2,4,3,134.0,136000000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/308343502/,14,37,3,100.9,150000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/308709754/,5,8,3,125.3,158500000.0,Чкаловская
real_estate_agent,https://www.cian.ru/sale/flat/306172299/,2,6,3,165.0,399500000.0,Кропоткинская
real_estate_agent,https://www.cian.ru/sale/flat/308934170/,8,9,3,56.9,11200000.0,Первомайская
real_estate_agent,https://www.cian.ru/sale/flat/309236382/,9,16,3,64.0,11500000.0,Улица Дмитриевского
real_estate_agent,https://www.cian.ru/sale/flat/308392981/,8,9,3,58.3,12990000.0,Дегунино
real_estate_agent,https://www.cian.ru/sale/flat/299560153/,7,17,3,72.0,13800000.0,Щербинка
real_estate_agent,https://www.cian.ru/sale/flat/304008240/,4,9,3,59.1,15000000.0,Грачёвская
real_estate_agent,https://www.cian.ru/sale/flat/306182682/,5,5,3,55.6,15000000.0,Красный Балтиец
real_estate_agent,https://www.cian.ru/sale/flat/305314829/,7,18,3,91.7,16990000.0,Кокошкино
homeowner,https://www.cian.ru/sale/flat/276671866/,14,18,3,80.0,16990000.0,Царицыно
real_estate_agent,https://www.cian.ru/sale/flat/306892889/,5,22,3,73.4,20500000.0,Верхние Лихоборы
real_estate_agent,https://www.cian.ru/sale/flat/301732549/,3,15,3,64.8,24036508.0,ЦСКА
homeowner,https://www.cian.ru/sale/flat/308311460/,10,14,3,73.4,25500000.0,Лефортово
homeowner,https://www.cian.ru/sale/flat/309036462/,8,8,3,61.5,26700000.0,Варшавская
homeowner,https://www.cian.ru/sale/flat/308271914/,2,25,3,85.0,27000000.0,Аннино
real_estate_agent,https://www.cian.ru/sale/flat/305639349/,21,30,3,68.8,27400000.0,Угрешская
realtor,https://www.cian.ru/sale/flat/308716346/,3,8,3,75.6,28500000.0,Савёловская
real_estate_agent,https://www.cian.ru/sale/flat/306947603/,3,6,3,68.0,30000000.0,Савёловская
homeowner,https://www.cian.ru/sale/flat/307804503/,12,12,3,97.6,31500000.0,Рассказовка
real_estate_agent,https://www.cian.ru/sale/flat/307104254/,2,12,3,72.9,38000000.0,Воронцовская
real_estate_agent,https://www.cian.ru/sale/flat/305548997/,12,35,3,95.7,38500000.0,Алексеевская
real_estate_agent,https://www.cian.ru/sale/flat/306657271/,20,35,3,100.0,38500000.0,Алексеевская
real_estate_agent,https://www.cian.ru/sale/flat/300539856/,7,8,3,80.0,38700000.0,Университет
real_estate_agent,https://www.cian.ru/sale/flat/303072770/,8,23,3,119.2,42500000.0,Молодёжная
real_estate_agent,https://www.cian.ru/sale/flat/309029546/,11,36,3,86.5,43500000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/296826054/,2,7,3,98.0,43900000.0,Ленинский проспект
developer,https://www.cian.ru/sale/flat/303106775/,23,51,3,97.03,45410040.0,Хорошёвская
real_estate_agent,https://www.cian.ru/sale/flat/307253096/,4,12,3,90.0,46500000.0,Таганская
real_estate_agent,https://www.cian.ru/sale/flat/307130827/,5,7,3,100.0,47000000.0,Добрынинская
real_estate_agent,https://www.cian.ru/sale/flat/307875344/,21,25,3,104.4,47700000.0,Авиамоторная
real_estate_agent,https://www.cian.ru/sale/flat/308681419/,12,25,3,76.0,49000000.0,Матвеевская
real_estate_agent,https://www.cian.ru/sale/flat/306838955/,8,16,3,80.0,49000000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/304067577/,4,8,3,96.0,52000000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/308000618/,10,15,3,100.0,52500000.0,ВДНХ
homeowner,https://www.cian.ru/sale/flat/308645772/,11,40,3,95.0,52250000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/304670068/,5,7,3,90.0,54000000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/308306805/,2,9,3,74.4,54900000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/307397901/,44,52,3,84.0,57000000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/300836809/,3,14,3,130.0,59000000.0,Достоевская
real_estate_agent,https://www.cian.ru/sale/flat/304132374/,2,6,3,70.0,67500000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/308621517/,19,22,3,117.4,68850000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/307433320/,2,9,3,82.0,72000000.0,Баррикадная
real_estate_agent,https://www.cian.ru/sale/flat/307452214/,2,7,3,90.0,72000000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/289779269/,5,6,3,76.0,72922500.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/300539737/,2,3,3,150.1,72000000.0,Таганская
real_estate_agent,https://www.cian.ru/sale/flat/309251847/,9,10,3,132.0,75000000.0,Цветной бульвар
real_estate_agent,https://www.cian.ru/sale/flat/296508590/,30,49,3,138.1,75000000.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/303260976/,3,5,3,100.0,75000000.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/303765205/,17,32,3,83.7,75000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/307098466/,4,4,3,117.0,75000000.0,Курская
real_estate_agent,https://www.cian.ru/sale/flat/305798227/,6,6,3,152.0,78000000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/299095732/,17,32,3,83.7,83700000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/309164102/,7,7,3,154.5,85000000.0,Баррикадная
real_estate_agent,https://www.cian.ru/sale/flat/307436433/,2,19,3,93.0,87000000.0,Университет
real_estate_agent,https://www.cian.ru/sale/flat/289628414/,7,7,3,136.9,93000000.0,Баррикадная
real_estate_agent,https://www.cian.ru/sale/flat/303088471/,7,12,3,95.0,95000000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/296709454/,22,47,3,130.0,100000000.0,Ломоносовский проспект
realtor,https://www.cian.ru/sale/flat/299876238/,68,78,3,120.0,100000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/306784341/,5,8,3,130.0,110000000.0,Третьяковская
real_estate_agent,https://www.cian.ru/sale/flat/308410543/,5,8,3,130.0,110000000.0,Третьяковская
