author_type,url,floor,floors_count,rooms_count,total_meters,price,underground
developer,https://www.cian.ru/sale/flat/305378422/,32,33,1,32.6,10106391.0,Братиславская
developer,https://www.cian.ru/sale/flat/308125395/,2,24,1,34.1,10129064.0,Стахановская
developer,https://www.cian.ru/sale/flat/306208231/,2,24,1,33.4,10104468.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/309188280/,2,7,1,48.36,10058220.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309188263/,2,5,1,43.9,10141321.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309188279/,7,7,1,38.92,10080668.0,Рассказовка
developer,https://www.cian.ru/sale/flat/306738312/,2,9,1,33.8,10052390.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306727553/,3,23,1,32.1,10077089.0,Владыкино
realtor,https://www.cian.ru/sale/flat/307346097/,1,9,1,32.0,10100000.0,Чертановская
developer,https://www.cian.ru/sale/flat/306642309/,4,17,1,34.3,10148783.0,Мичуринец
real_estate_agent,https://www.cian.ru/sale/flat/298213552/,2,17,1,37.3,10200000.0,Грачёвская
developer,https://www.cian.ru/sale/flat/309255937/,2,25,1,35.5,10244590.0,Строгино
developer,https://www.cian.ru/sale/flat/309185710/,6,14,1,48.11,10155684.0,Щербинка
developer,https://www.cian.ru/sale/flat/303896588/,4,24,1,34.7,10176122.0,Солнцево
developer,https://www.cian.ru/sale/flat/308015504/,3,17,1,35.9,10215787.0,Мичуринец
developer,https://www.cian.ru/sale/flat/306743983/,8,9,1,37.4,10228399.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306207555/,5,32,1,37.7,10202750.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/306207802/,2,20,1,35.43,10197994.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/306203250/,15,24,1,36.4,10165755.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/306203239/,13,24,1,36.6,10221611.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/306208127/,6,24,1,35.2,10161254.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/309188308/,2,7,1,40.8,10191078.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309190718/,10,16,1,28.86,10216757.0,Орехово
developer,https://www.cian.ru/sale/flat/306743020/,2,13,1,35.4,10171163.0,Прокшино
developer,https://www.cian.ru/sale/flat/306738313/,3,9,1,32.3,10155023.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/308320858/,12,14,1,38.4,10209715.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/308314040/,9,13,1,38.4,10159718.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306255449/,2,32,1,36.0,10211399.0,Пятницкое шоссе
developer,https://www.cian.ru/sale/flat/306255169/,19,19,1,34.2,10231990.0,Пятницкое шоссе
developer,https://www.cian.ru/sale/flat/309051788/,11,19,1,48.1,10239912.0,
developer,https://www.cian.ru/sale/flat/297843444/,14,14,1,37.3,10197820.0,Кедровая
developer,https://www.cian.ru/sale/flat/304057009/,3,19,1,34.6,10214968.0,Филатов Луг
real_estate_agent,https://www.cian.ru/sale/flat/304578099/,3,16,1,38.5,10300000.0,Медведково
real_estate_agent,https://www.cian.ru/sale/flat/308556065/,2,17,1,37.8,10250000.0,Боровское шоссе
real_estate_agent,https://www.cian.ru/sale/flat/307588906/,4,14,1,35.0,10300000.0,Медведково
developer,https://www.cian.ru/sale/flat/309259450/,23,23,1,39.0,10268036.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/305377101/,16,30,1,37.5,10316999.0,Черкизовская
developer,https://www.cian.ru/sale/flat/306737412/,6,13,1,37.2,10293175.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/308015848/,9,17,1,38.5,10337836.0,Мичуринец
developer,https://www.cian.ru/sale/flat/309193667/,1,16,1,38.0,10310882.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/309186484/,9,9,1,44.43,10282466.0,Рассказовка
homeowner,https://www.cian.ru/sale/flat/308807670/,5,9,1,33.0,10300000.0,Кузьминки
developer,https://www.cian.ru/sale/flat/302983833/,4,30,1,35.0,10334099.0,Черкизовская
developer,https://www.cian.ru/sale/flat/305377925/,13,33,1,34.1,10331004.0,Братиславская
developer,https://www.cian.ru/sale/flat/303066354/,14,14,1,40.1,10298000.0,Кедровая
developer,https://www.cian.ru/sale/flat/307207511/,12,22,1,40.9,10336447.0,Рассказовка
developer,https://www.cian.ru/sale/flat/307015059/,1,15,1,40.77,10281202.0,Солнцево
developer,https://www.cian.ru/sale/flat/304854218/,2,17,1,38.8,10339230.0,Корниловская
developer,https://www.cian.ru/sale/flat/309188276/,1,5,1,44.43,10263520.0,Рассказовка
developer,https://www.cian.ru/sale/flat/306738316/,2,13,1,36.5,10330303.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/304080152/,9,22,1,36.2,10286808.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/304079914/,19,22,1,37.4,10295795.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309051837/,10,19,1,43.1,10301644.0,
developer,https://www.cian.ru/sale/flat/307207836/,3,20,1,41.6,10326756.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/307238059/,19,22,1,36.3,10345500.0,Рассказовка
real_estate_agent,https://www.cian.ru/sale/flat/306346529/,9,17,1,37.7,10400000.0,Пыхтино
real_estate_agent,https://www.cian.ru/sale/flat/308807507/,18,25,1,34.1,10400000.0,Депо
developer,https://www.cian.ru/sale/flat/306744115/,10,21,1,33.5,10420912.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306738555/,15,17,1,33.4,10414948.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/307276557/,2,16,1,35.9,10411000.0,Тёплый Стан
developer,https://www.cian.ru/sale/flat/309195503/,12,16,1,33.6,10418012.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/305378459/,13,33,1,36.2,10446596.0,Братиславская
developer,https://www.cian.ru/sale/flat/307207780/,14,19,1,48.1,10387603.0,
developer,https://www.cian.ru/sale/flat/309190881/,4,21,1,37.8,10441646.0,Орехово
developer,https://www.cian.ru/sale/flat/309190883/,12,21,1,37.13,10367124.0,Орехово
developer,https://www.cian.ru/sale/flat/309195055/,16,20,1,43.0,10447086.0,Летово
developer,https://www.cian.ru/sale/flat/306747036/,4,17,1,33.8,10442611.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306746751/,3,7,1,35.6,10395271.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306743933/,10,10,1,33.2,10387218.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306742669/,10,17,1,34.1,10443943.0,Прокшино
developer,https://www.cian.ru/sale/flat/304603749/,8,30,1,33.3,10398424.0,Черкизовская
developer,https://www.cian.ru/sale/flat/305377456/,5,30,1,37.4,10410289.0,Черкизовская
developer,https://www.cian.ru/sale/flat/306208001/,2,32,1,37.51,10399009.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/304079915/,19,22,1,37.9,10363948.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306728115/,2,23,1,45.2,10422794.0,Владыкино
developer,https://www.cian.ru/sale/flat/304057053/,15,19,1,35.5,10372470.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/303896590/,4,24,1,33.8,10388294.0,Солнцево
real_estate_agent,https://www.cian.ru/sale/flat/307585502/,21,23,1,24.9,10500000.0,Новохохловская
realtor,https://www.cian.ru/sale/flat/308361483/,7,24,1,40.0,10500000.0,Лухмановская
realtor,https://www.cian.ru/sale/flat/302598541/,6,18,1,42.0,10490000.0,Царицыно
real_estate_agent,https://www.cian.ru/sale/flat/308803683/,12,16,1,38.7,10500000.0,Румянцево
real_estate_agent,https://www.cian.ru/sale/flat/304762816/,3,5,1,30.0,10500000.0,Люблино
real_estate_agent,https://www.cian.ru/sale/flat/309038806/,15,23,1,38.0,10450000.0,Говорово
real_estate_agent,https://www.cian.ru/sale/flat/299987453/,13,14,1,37.7,10500000.0,Красный Строитель
developer,https://www.cian.ru/sale/flat/309194344/,18,19,1,31.33,10454273.0,Марьино
developer,https://www.cian.ru/sale/flat/291725760/,7,28,1,34.5,10453500.0,Отрадное
developer,https://www.cian.ru/sale/flat/292233986/,4,30,1,41.9,10516900.0,Аннино
developer,https://www.cian.ru/sale/flat/309186540/,2,8,1,44.43,10487866.0,Рассказовка
developer,https://www.cian.ru/sale/flat/306737553/,10,16,1,37.7,10543053.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306203232/,11,24,1,37.6,10507883.0,Речной вокзал
unknown,https://www.cian.ru/sale/flat/309044065/,9,24,1,39.0,10500000.0,Царицыно
developer,https://www.cian.ru/sale/flat/309188277/,2,5,1,45.09,10543995.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309194722/,4,16,1,35.2,10548736.0,Ольховая
developer,https://www.cian.ru/sale/flat/306743542/,9,12,1,35.9,10470738.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306743042/,10,13,1,36.9,10488345.0,Прокшино
developer,https://www.cian.ru/sale/flat/303230592/,3,24,1,33.1,10468139.0,Солнцево
developer,https://www.cian.ru/sale/flat/306379487/,2,14,1,29.3,10548000.0,Саларьево
developer,https://www.cian.ru/sale/flat/307207410/,17,20,1,37.8,10517045.0,Новопеределкино
developer,https://www.cian.ru/sale/flat/304976355/,20,22,1,36.5,10475500.0,Рассказовка
developer,https://www.cian.ru/sale/flat/304056303/,13,20,1,43.2,10479216.0,Новопеределкино
real_estate_agent,https://www.cian.ru/sale/flat/308891443/,1,16,1,36.2,10550000.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/302079090/,6,36,1,35.7,10638600.0,Ростокино
developer,https://www.cian.ru/sale/flat/306207978/,28,32,1,37.18,10622177.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/309259448/,2,23,1,41.3,10597043.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/306981104/,24,33,1,33.2,10580441.0,Дегунино
developer,https://www.cian.ru/sale/flat/309195773/,2,16,1,37.65,10603751.0,Румянцево
developer,https://www.cian.ru/sale/flat/309186638/,1,10,1,53.86,10588642.0,Рассказовка
developer,https://www.cian.ru/sale/flat/306983072/,13,50,1,35.7,10587549.0,Медведково
developer,https://www.cian.ru/sale/flat/307351729/,11,17,1,34.4,10641777.0,Братиславская
developer,https://www.cian.ru/sale/flat/306207751/,14,20,1,36.0,10616507.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/307276440/,2,16,1,33.8,10572640.0,Тёплый Стан
developer,https://www.cian.ru/sale/flat/306291201/,2,17,1,35.9,10592869.0,Братиславская
developer,https://www.cian.ru/sale/flat/306988863/,33,33,1,34.28,10643940.0,Красный Строитель
developer,https://www.cian.ru/sale/flat/308686886/,8,30,1,31.5,10552500.0,Потапово
developer,https://www.cian.ru/sale/flat/309213324/,13,17,1,34.14,10605667.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/304056301/,13,20,1,40.2,10590993.0,Новопеределкино
developer,https://www.cian.ru/sale/flat/309195550/,8,16,1,38.4,10644031.0,Румянцево
developer,https://www.cian.ru/sale/flat/307511110/,4,21,1,35.53,10582809.0,Калитники
developer,https://www.cian.ru/sale/flat/309194767/,13,16,1,30.4,10565556.0,Летово
developer,https://www.cian.ru/sale/flat/306747083/,6,8,1,36.2,10583939.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306743970/,9,10,1,33.2,10634890.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306742758/,13,16,1,35.1,10648849.0,Прокшино
developer,https://www.cian.ru/sale/flat/309051051/,20,20,1,39.0,10622576.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/303230612/,9,24,1,35.9,10639718.0,Солнцево
developer,https://www.cian.ru/sale/flat/307619668/,29,30,1,36.0,10615679.0,Черкизовская
developer,https://www.cian.ru/sale/flat/308687782/,3,30,1,42.8,10571600.0,Потапово
developer,https://www.cian.ru/sale/flat/308687708/,11,30,1,42.2,10550000.0,Потапово
developer,https://www.cian.ru/sale/flat/304056331/,15,20,1,43.6,10643526.0,Новопеределкино
developer,https://www.cian.ru/sale/flat/303401234/,6,23,1,45.9,10571000.0,Филатов Луг
real_estate_agent,https://www.cian.ru/sale/flat/272856487/,20,25,1,46.6,10650000.0,Рассказовка
real_estate_agent,https://www.cian.ru/sale/flat/297947487/,5,9,1,30.8,10700000.0,Тульская
real_estate_agent,https://www.cian.ru/sale/flat/308226111/,4,9,1,33.2,10700000.0,Ростокино
developer,https://www.cian.ru/sale/flat/302453379/,10,23,1,47.1,10671212.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306985490/,4,15,1,38.7,10709683.0,Мякинино
homeowner,https://www.cian.ru/sale/flat/304839285/,17,25,1,40.7,10700000.0,Перерва
developer,https://www.cian.ru/sale/flat/309186068/,7,14,1,44.96,10687362.0,Щербинка
realtor,https://www.cian.ru/sale/flat/308556036/,17,25,1,40.7,10700000.0,Перерва
developer,https://www.cian.ru/sale/flat/304059503/,13,17,1,36.1,10749945.0,Боровское шоссе
developer,https://www.cian.ru/sale/flat/307116298/,2,21,1,34.88,10703241.0,Калитники
developer,https://www.cian.ru/sale/flat/309193170/,2,15,1,54.65,10671287.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/309216004/,9,16,1,38.1,10736171.0,Перерва
developer,https://www.cian.ru/sale/flat/307276371/,2,18,1,34.6,10684480.0,Тёплый Стан
developer,https://www.cian.ru/sale/flat/306985246/,12,33,1,30.9,10672921.0,Давыдково
developer,https://www.cian.ru/sale/flat/306939045/,4,24,1,35.9,10697482.0,Стахановская
developer,https://www.cian.ru/sale/flat/306208024/,4,32,1,36.11,10706037.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/306980910/,29,33,1,35.1,10708027.0,Дегунино
developer,https://www.cian.ru/sale/flat/307511509/,29,33,1,34.26,10732287.0,Красный Строитель
developer,https://www.cian.ru/sale/flat/304976497/,11,22,1,37.5,10687500.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309194766/,1,16,1,36.6,10702585.0,Летово
developer,https://www.cian.ru/sale/flat/306746974/,2,20,1,44.4,10699912.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306746966/,2,20,1,41.0,10733431.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306737396/,9,11,1,31.8,10661872.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/309050912/,1,20,1,51.2,10721902.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/307731572/,16,32,1,33.8,10665556.0,Пятницкое шоссе
developer,https://www.cian.ru/sale/flat/306988740/,16,20,1,34.12,10726099.0,Красный Строитель
developer,https://www.cian.ru/sale/flat/306979948/,21,24,1,43.0,10723124.0,Окружная
developer,https://www.cian.ru/sale/flat/309051586/,13,19,1,45.8,10742316.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/303230594/,3,24,1,37.9,10745180.0,Солнцево
real_estate_agent,https://www.cian.ru/sale/flat/296404444/,3,5,1,17.0,10790000.0,Бульвар Генерала Карбышева
real_estate_agent,https://www.cian.ru/sale/flat/309198318/,7,9,1,33.0,10800000.0,Медведково
real_estate_agent,https://www.cian.ru/sale/flat/294870005/,17,25,1,41.3,10896151.0,Некрасовка
realtor,https://www.cian.ru/sale/flat/308519993/,10,17,1,39.0,10750000.0,Кузьминки
real_estate_agent,https://www.cian.ru/sale/flat/306325976/,9,25,1,40.0,10800000.0,Борисово
developer,https://www.cian.ru/sale/flat/299292661/,4,36,1,36.8,10819200.0,Ростокино
developer,https://www.cian.ru/sale/flat/293803970/,3,36,1,37.8,10886400.0,Ростокино
developer,https://www.cian.ru/sale/flat/309095832/,4,39,1,35.4,10849037.0,Каширская
developer,https://www.cian.ru/sale/flat/309095830/,10,39,1,32.1,10853170.0,Каширская
developer,https://www.cian.ru/sale/flat/309212009/,10,17,1,31.9,10820607.0,Улица Горчакова
homeowner,https://www.cian.ru/sale/flat/308853234/,9,15,1,38.1,10800000.0,Бутово
developer,https://www.cian.ru/sale/flat/308161237/,8,17,1,33.1,10899846.0,Прокшино
developer,https://www.cian.ru/sale/flat/306738546/,2,17,1,34.1,10769701.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306742764/,13,16,1,36.3,10791191.0,Прокшино
developer,https://www.cian.ru/sale/flat/306985253/,11,33,1,33.7,10856522.0,Давыдково
developer,https://www.cian.ru/sale/flat/306207819/,2,20,1,38.67,10893222.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/306988793/,33,33,1,32.47,10834719.0,Красный Строитель
developer,https://www.cian.ru/sale/flat/306979210/,1,9,1,38.0,10792152.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306738454/,6,14,1,29.9,10876245.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/307017187/,1,15,1,49.6,10859573.0,Румянцево
developer,https://www.cian.ru/sale/flat/309190690/,8,16,1,29.61,10758971.0,Орехово
developer,https://www.cian.ru/sale/flat/309190677/,12,16,1,32.92,10863271.0,Орехово
developer,https://www.cian.ru/sale/flat/309188258/,2,5,1,46.9,10753324.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309188298/,5,5,1,44.43,10854516.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309195633/,2,23,1,49.09,10804002.0,Румянцево
real_estate_agent,https://www.cian.ru/sale/flat/303016403/,12,28,1,45.2,20500000.0,ЗИЛ
developer,https://www.cian.ru/sale/flat/306782972/,3,6,1,38.7,22252500.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/307837275/,8,9,1,32.3,12860000.0,Севастопольская
developer,https://www.cian.ru/sale/flat/297983503/,10,29,1,39.0,18203016.0,Сокол
real_estate_agent,https://www.cian.ru/sale/flat/308112517/,10,17,1,41.0,9700000.0,Бачуринская
realtor,https://www.cian.ru/sale/flat/272828990/,6,17,1,38.0,9350000.0,Пыхтино
developer,https://www.cian.ru/sale/flat/309018369/,6,50,1,49.3,25621210.0,Мичуринский проспект
real_estate_agent,https://www.cian.ru/sale/flat/306516350/,21,22,1,39.0,11300000.0,Алма-Атинская
realtor,https://www.cian.ru/sale/flat/309099690/,31,31,1,38.0,15990000.0,Нижегородская
developer,https://www.cian.ru/sale/flat/296745539/,21,28,1,36.9,18117900.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/299499349/,5,21,1,48.4,21250000.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/303962581/,11,33,1,31.7,14600000.0,Аминьевская
developer,https://www.cian.ru/sale/flat/309004390/,2,24,1,43.9,20865363.0,Гражданская
real_estate_agent,https://www.cian.ru/sale/flat/308079488/,15,22,1,36.4,16500000.0,Стрешнево
real_estate_agent,https://www.cian.ru/sale/flat/306836905/,3,20,1,40.5,18500000.0,Дмитровская
developer,https://www.cian.ru/sale/flat/308416287/,8,44,1,40.74,22227744.0,Марьина Роща
real_estate_agent,https://www.cian.ru/sale/flat/307950468/,4,13,1,43.6,37500000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/307717406/,6,26,1,35.7,16990000.0,ЗИЛ
developer,https://www.cian.ru/sale/flat/307196014/,15,27,1,38.2,17031164.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/307970298/,14,32,1,44.0,32500000.0,Зюзино
developer,https://www.cian.ru/sale/flat/308902326/,17,21,1,48.1,27019838.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/308852454/,9,12,1,39.0,13200000.0,Тропарёво
real_estate_agent,https://www.cian.ru/sale/flat/309054081/,3,6,1,34.7,15200000.0,Аэропорт
developer,https://www.cian.ru/sale/flat/308968773/,3,12,1,53.1,96965910.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/304952945/,11,20,1,44.0,22490000.0,Беломорская
developer,https://www.cian.ru/sale/flat/309195772/,8,16,1,34.03,10892290.0,Румянцево
developer,https://www.cian.ru/sale/flat/309193166/,1,15,1,54.42,10859729.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/306742668/,2,17,1,39.8,10854535.0,Прокшино
developer,https://www.cian.ru/sale/flat/306741926/,7,15,1,38.5,10881948.0,Ольховая
developer,https://www.cian.ru/sale/flat/306740122/,15,16,1,33.2,10759290.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/308481254/,9,14,1,32.9,10870489.0,Медведково
developer,https://www.cian.ru/sale/flat/307051466/,16,17,1,35.8,10765274.0,Братиславская
developer,https://www.cian.ru/sale/flat/308688200/,6,30,1,43.6,10769200.0,Потапово
developer,https://www.cian.ru/sale/flat/306728127/,2,23,1,44.3,10771110.0,Владыкино
developer,https://www.cian.ru/sale/flat/307587721/,13,24,1,30.7,10867800.0,Саларьево
developer,https://www.cian.ru/sale/flat/304056652/,14,19,1,34.4,10891451.0,Новопеределкино
real_estate_agent,https://www.cian.ru/sale/flat/308286764/,1,9,1,31.7,10950000.0,Москва-Товарная
real_estate_agent,https://www.cian.ru/sale/flat/309029048/,3,17,1,38.6,10900000.0,Коптево
developer,https://www.cian.ru/sale/flat/309258363/,27,33,1,32.4,10954440.0,Красный Строитель
developer,https://www.cian.ru/sale/flat/306642273/,6,17,1,40.4,10969963.0,Мичуринец
developer,https://www.cian.ru/sale/flat/306983779/,2,45,1,35.0,10988600.0,Медведково
developer,https://www.cian.ru/sale/flat/306985392/,5,25,1,35.4,10963380.0,Строгино
developer,https://www.cian.ru/sale/flat/306939478/,19,24,1,34.5,10984041.0,Стахановская
developer,https://www.cian.ru/sale/flat/307325284/,25,33,1,34.0,10940519.0,Давыдково
developer,https://www.cian.ru/sale/flat/304058135/,18,20,1,48.6,10974888.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/304056375/,13,20,1,45.6,10954712.0,Новопеределкино
developer,https://www.cian.ru/sale/flat/306742691/,10,17,1,39.4,10967148.0,Прокшино
developer,https://www.cian.ru/sale/flat/306738323/,8,13,1,36.4,10911082.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306743035/,3,13,1,33.5,10929174.0,Прокшино
developer,https://www.cian.ru/sale/flat/306741003/,16,16,1,36.1,10930093.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306740989/,16,16,1,33.3,10944478.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306983212/,8,50,1,38.0,10987472.0,Медведково
developer,https://www.cian.ru/sale/flat/306255207/,2,19,1,39.7,10936000.0,Пятницкое шоссе
developer,https://www.cian.ru/sale/flat/306980805/,2,33,1,36.6,10966970.0,Дегунино
developer,https://www.cian.ru/sale/flat/308937079/,3,20,1,48.5,10902054.0,Новопеределкино
homeowner,https://www.cian.ru/sale/flat/305880530/,3,12,1,35.0,10990000.0,Свиблово
developer,https://www.cian.ru/sale/flat/303896612/,4,24,1,38.9,10938524.0,Солнцево
developer,https://www.cian.ru/sale/flat/308087259/,4,20,1,28.25,10950000.0,Гражданская
homeowner,https://www.cian.ru/sale/flat/305247733/,8,12,1,35.6,10900000.0,Зюзино
real_estate_agent,https://www.cian.ru/sale/flat/306490238/,8,23,1,42.9,11000000.0,Волгоградский проспект
developer,https://www.cian.ru/sale/flat/306738264/,9,9,1,34.0,11000000.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306744584/,3,9,1,36.8,11006144.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306740319/,6,11,1,32.2,11085826.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/290294359/,7,28,1,37.3,11040800.0,Отрадное
developer,https://www.cian.ru/sale/flat/304058201/,4,17,1,41.0,11066360.0,Мичуринец
developer,https://www.cian.ru/sale/flat/307248317/,2,24,1,34.6,11011519.0,Солнцево
developer,https://www.cian.ru/sale/flat/296192810/,2,9,1,39.59,11085000.0,Реутов
developer,https://www.cian.ru/sale/flat/309186559/,6,9,1,48.81,11088207.0,Рассказовка
developer,https://www.cian.ru/sale/flat/306984225/,2,45,1,35.9,11065313.0,Медведково
developer,https://www.cian.ru/sale/flat/307325282/,19,33,1,32.4,11082549.0,Давыдково
developer,https://www.cian.ru/sale/flat/305377797/,24,33,1,40.9,11087826.0,Братиславская
developer,https://www.cian.ru/sale/flat/306939916/,2,24,1,32.4,11018980.0,Текстильщики
developer,https://www.cian.ru/sale/flat/306981118/,33,33,1,32.6,11094040.0,Дегунино
developer,https://www.cian.ru/sale/flat/308125915/,15,24,1,39.9,11002225.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/300916191/,5,28,1,39.5,11060000.0,Отрадное
developer,https://www.cian.ru/sale/flat/309190875/,19,21,1,42.48,11033246.0,Орехово
developer,https://www.cian.ru/sale/flat/309193419/,1,17,1,32.69,11008750.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/306747819/,15,19,1,37.2,11064322.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306742761/,12,12,1,36.8,11006512.0,Прокшино
developer,https://www.cian.ru/sale/flat/306740124/,15,16,1,36.1,11007576.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306255348/,24,25,1,38.4,11016960.0,Пятницкое шоссе
developer,https://www.cian.ru/sale/flat/306255278/,2,24,1,38.5,11034100.0,Пятницкое шоссе
developer,https://www.cian.ru/sale/flat/306255487/,2,32,1,42.4,11013357.0,Пятницкое шоссе
developer,https://www.cian.ru/sale/flat/308813339/,3,9,1,34.2,11006107.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/308687342/,3,30,1,44.8,11065600.0,Потапово
developer,https://www.cian.ru/sale/flat/304059251/,16,17,1,36.9,11036590.0,Боровское шоссе
developer,https://www.cian.ru/sale/flat/304056657/,15,19,1,34.8,11055417.0,Новопеределкино
real_estate_agent,https://www.cian.ru/sale/flat/308158426/,9,14,1,38.7,11150000.0,Люблино
real_estate_agent,https://www.cian.ru/sale/flat/294990201/,12,17,1,38.8,11100000.0,Новокосино
developer,https://www.cian.ru/sale/flat/308161531/,2,16,1,40.3,11184668.0,Прокшино
developer,https://www.cian.ru/sale/flat/306980982/,22,33,1,38.7,11112008.0,Дегунино
developer,https://www.cian.ru/sale/flat/305381078/,2,12,1,31.4,11108691.0,Каширская
developer,https://www.cian.ru/sale/flat/306740992/,10,30,1,38.5,11143232.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/307017446/,1,15,1,51.07,11181419.0,Румянцево
developer,https://www.cian.ru/sale/flat/290294220/,6,28,1,37.9,11142600.0,Отрадное
developer,https://www.cian.ru/sale/flat/304054268/,2,23,1,49.2,11137798.0,Владыкино
developer,https://www.cian.ru/sale/flat/306744022/,6,12,1,37.8,11172811.0,Новомосковская
developer,https://www.cian.ru/sale/flat/305377092/,19,30,1,40.6,11173728.0,Черкизовская
developer,https://www.cian.ru/sale/flat/306940027/,24,24,1,34.3,11142835.0,Текстильщики
developer,https://www.cian.ru/sale/flat/306939896/,19,24,1,32.5,11156860.0,Текстильщики
developer,https://www.cian.ru/sale/flat/306207684/,18,32,1,41.5,11177111.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/306988725/,2,20,1,35.64,11197375.0,Красный Строитель
developer,https://www.cian.ru/sale/flat/306738573/,13,17,1,38.3,11191961.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/308023517/,7,18,1,33.5,11155500.0,
developer,https://www.cian.ru/sale/flat/309190873/,9,23,1,38.88,11110485.0,Орехово
developer,https://www.cian.ru/sale/flat/302241432/,3,21,1,37.74,11125729.0,Калитники
developer,https://www.cian.ru/sale/flat/306743106/,7,16,1,33.6,11132890.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306737401/,6,11,1,33.3,11104984.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/308314332/,2,15,1,42.6,11169635.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/307880266/,18,33,1,32.5,11110709.0,Давыдково
